asn,name,country
134013,MASSSOHN-AS-IN Mass Computer,IN
134014,NET4USERVICES-AS-IN NET 4 U SERVICES PVT LTD,IN
134015,DATANET-AS-IN Datanet Hosting Solutions Pvt. Ltd.,IN
134016,VELOCITY-AS-IN Velocity Internet India Private Ltd,IN
134017,VDCN-AS-IN VDCN INFOTECH PRIVATE LIMITED,IN
134018,CLOUDISP-AS-IN ONBLUECLOUD INFOTECH PVT LTD,IN
134019,AIRWAVESINTERNET-AS AIRWAVES INTERNET PRIVATE LIMITED,IN
134020,SKYNETBROADBANDPVTLTD-AS-IN SKYNET BROADBAND PVT LTD,IN
134021,AIRGENIE-AS Airgenie Communications Private Limited,IN
134022,GENSTAR-JOISTER-AS Genstar Network Solutions Pvt Ltd.,IN
134023,AMU-AS Aligarh Muslim University,IN
134024,NDTV-AS New Delhi Television Ltd,IN
134025,DATACT-AS-IN Data Cloud Technologies,IN
134026,ULTRANET-AS Ultranet services private limited,IN
134027,SAMSUNG-AS SAMSUNG DATA SYSTEMS INDIA PRIVATE LIMITED,IN
134028,AKASI-AS AKASI NETWORKS PVT LTD,IN
134029,UIDAI-AS-IN Unique Identification Authority of India,IN
134030,SKVISION-AS SKVISION MULTITRADE PRIVATE LIMITED,IN
134031,SMARTALECK-AS-IN Smart Aleck Wireless Pvt. Ltd.,IN
134032,ICENET-AS-IN INFONET COMM ENTERPRISES,IN
134034,BUDANTA-AS-IN BUDANTA NETWORKS PRIVATE LIMITED,IN
134036,KPMGGLOBAL-AS KPMG Global Services Private Limited,IN
134038,JOISTERSHRISADGURU-AS-IN SHRI SADGURU BROADNET SERVICE,IN
134042,MAHAMEDIACOMLLP-AS-IN MAHA Mediacom LLP,IN
134043,VAYUNET-AS SG IT Infotech Pvt. Ltd.,IN
134044,WEBBERSTOPINDIA-AS Webberstop India,IN
134045,INPL-AS Ishan Netsol Pvt Ltd,IN
134046,ACN-AS-IN ACN DIGICOM INDIA PVT LTD,IN
134047,LIVELINE-AS-IN Live Line Network Technology Pvt Ltd,IN
134048,HIOX-AS-IN Hiox Softwares Private Limited,IN
134049,INVENTION-AS-IN INVENTION TECHNICAL SERVICES,IN
134050,KGLN-AS KGLN Technologies Pvt Ltd,IN
134051,SHREECABLE-AS-IN SHREE CABLE,IN
134052,LANCEFIBERNET-AS LANCEFIBERNET PVT LTD,IN
134053,EXPL-AS-IN ETHERNET XPRESS PVT. LTD.,IN
134054,RAAGAVCOM-AS raagav communications pvt ltd,IN
134056,ABNL-AS-IN ALLNET BROADBAND NETWORK,IN
134057,SID-HUNGAMA-AS Hungama.com Pvt. Ltd.,IN
134058,BROBAN-AS BROBAN INTERNET SERVICES PVT LTD,IN
134059,SOFTEARTH-AS Softearth Network Pvt Ltd,IN
134071,VIL-AS-AP Vodafone Idea Ltd,IN
134173,NSPL-AS-AP Nagarro Software Private Limited,IN
134177,RBPL-IN Rural Broadband Pvt. Ltd,IN
134212,GTIPL-AS-AP Gupshup Technology India Pvt. Ltd.,IN
134225,HYUNDAI-AS-AP Hyundai Motor India Engineering Pvt Ltd,IN
134235,SUBEXLIMITED-AS-AP Subex Azure Limited,IN
134246,WELCO-AS-IN WELCO INFOTECH PVT LIMITED,IN
134247,HILINK-AS-IN Hilink Netsol Private Limited,IN
134248,DMDSSOUL-AS-IN Dmds Solutions Private Limited,IN
134249,MARGONW-AS Margo Networks Pvt Ltd,IN
134250,SMNSPLB-AS-IN Siliguri Meghrekha Net Services Pvt. Ltd.,IN
134251,EPFONDC-AS-IN EMPLOYEES PROVIDENT FUND ORGANISATION,IN
134252,TELLUSYS-AS-IN Tellusys Info Pvt Ltd,IN
134253,ACNS-AS-IN ALL CONNECT NETWORK SERVICES PRIVATE LIMITED,IN
134254,SHAHINFINITE-AS Shah Infinite Solutions Pvt. Ltd.,IN
134255,PUGMARKS-AS Pugmarks InterWeb Pvt. Ltd.,IN
134256,NET4UTECHNOLOGY-AS Net4U TechnologyPVT. LTD.,IN
134257,HOSTAXIS-AS-IN Hostaxis Network Private Limited,IN
134258,BHAWANI-AS-IN Bhawani Cable and Broadband Services,IN
134259,SKYNETBROADBAND-AS-IN Skynet,IN
134260,ZERONE-AS-IN ZERONE Networks pvt ltd,IN
134261,BEPL-AS-IN Big-tree Entertainment Pvt. Ltd.,IN
134262,GULBARGAMEGASPEED-AS GULBARGA MEGA SPEED PRIVATE LIMITED,IN
134263,AAKRUTINET-AS-IN AAKRUTI NET VISION,IN
134264,DIGISTAR-AS-IN DIGI STAR INFO SOLUTIONS PRIVATE LIMITED,IN
134265,PARIMJDP-AS Parim Infocomm Private Limited,IN
134266,SKYCOM-AS Sky Commodities India Pvt Ltd,IN
134267,MATRIXTECHLABS-AS-IN Matrix Tech Labs,IN
134268,IHOSTNET-AS-IN IHOSTNET,IN
134269,NETSOLUTIONS-AS Net Solutions,IN
134270,PLANETWIFI-AS-IN Planet Wi Fi Private Limited,IN
134271,JKMINFO-AS-IN JKM Infotech,IN
134273,DMBPL-AS-IN D M Broadband,IN
134274,RNETG-AS-IN Rnet Gigafiber Pvt Ltd,IN
134275,RAAJNETT-AS Raaj Internet I Pvt Ltd,IN
134276,ORBITB-AS-IN Orbit Broadband,IN
134277,MNMLTD-AS Mahindra And Mahindra Limited,IN
134278,DNSINFONET-AS-IN DNS Infonet Pvt Ltd,IN
134279,CLOUDSPECTRA-AS Spectra Innovations,IN
134280,ALWARONLINE-AS Alwar Online Pvt. Ltd.,IN
134281,SUGARBOX-AS-IN SugarBox Networks Pvt Ltd,IN
134282,TEJ-AS-IN TEJNET BROADBAND PRIVATE LIMITED,IN
134283,FLITZEN-AS-IN Flitzen Broadband Private Limited,IN
134284,KGDCPL-AS KPMG Global Delivery Center Private Limited,IN
134285,UNIONBANK-AS Union Bank Of India,IN
134286,NETFORCHOICE-AS Net for Choice,IN
134287,NETBYTES-AS-IN NETBYTES INFOCOMM PRIVATE LIMITED,IN
134288,JAIDEV-AS Jaidev Enterprises Pvt Ltd,IN
134289,GCNBROADBANDPRIVATELIMITED-AS GCN BROADBAND PVT LTD,IN
134290,ARROW46-AS Arrow Touch Wireless Internet Private Limited,IN
134291,TFAQ-AS-IN TECHNO FAQ DIGITAL MEDIA,IN
134292,LIMRA-AS-IN Limrafiber Mvc Info Pvt Ltd,IN
134293,KUTCHTELELINK-AS-IN Kutch Telelink Private Limited,IN
134294,RPWORLDTELECOM-AS R P World Telecom Pvt Ltd,IN
134295,MAKS-AS-IN MAKS COMMUNICATIONS PVT. LTD.,IN
134296,RBI-AS-IN Reserve Bank of India,IN
134297,CDMG-AS-IN CD MULTI MEDIA GALLERY,IN
134298,CONQUERSOFT-AS Conquersoft Communication Pvt. Ltd.,IN
134299,GSTECH-AS Gstech Software Systems Pvt Ltd,IN
134300,VERTIGOTECHNOLOGIES-IN vertigotechnologies pvt ltd,IN
134301,NDDR-AS-IN Nddr Infotech Pvt.ltd.,IN
134302,OXYNET-AS Oxynet Telecommunications Private Limited,IN
134303,ESCONET-AS-IN Esconet Technologies Pvt. Ltd.,IN
134304,SVCNET-AS-IN S.v.c Cable Net Private Limited,IN
134305,SVCPL-AS Sampath Venkateswara Communications Pvt Ltd.,IN
134306,MIND_C26-AS Mothersonsumi INfotech and Designs Ltd.,IN
134307,CLASSIC-JOISTER-AS Classicnet Broadband Network,IN
134308,CLICKIAN-AS Clickian Network Pvt. Ltd.,IN
134309,INFRA-AS INFRANET Services,IN
134310,FUNDTECH-AS-IN FUNDTECH INDIA PVT. LTD.,IN
134311,TRINN-AS-IN Trinn Techologies Pvt. Ltd.,IN
134312,DIGIWIN-AS Digi Win Infotainment Mumbai Pvt Ltd,IN
134313,ZAPTIC-AS Zaptic Private Limited,IN
134314,SKNETWORK-AS S K Network,IN
134316,IAXN-AS IAXN Telecom Pvt. Ltd.,IN
134317,SKYLINE-AS-IN Skyline Network,IN
134319,ELYZIUM-AS Elyzium Technologies Pvt. Ltd.,IN
134320,HCPLCX-AS-IN Heritage Computers Pvt. Ltd.,IN
134321,NEML-AS-IN NCDEX e Markets Limited,IN
134322,TIFR-AS-IN Tata Institute of Fundamental Research,IN
134323,UNIQUENET-AS-IN UNIQUE NET SERVICE,IN
134324,GOLDY-AS-IN GOLDY DIGINET PRIVATE LIMITED,IN
134325,JETSPOTNETWORKSPVTLTD-AS JETSPOTNETWORKS PVT LTD,IN
134326,AIRDESIGNBROADCAST-AS Airdesign Broadcast Media Pvt Ltd,IN
134327,FUTURISTICIDC-AS Futuristic Idc Pvt Ltd,IN
134328,FEEDBACKINFRA-AS-IN Feedback Infra Private Limited,IN
134329,SRRC-AS Shree rajrajeshwar communication pvt. ltd.,IN
134330,SSTINFOT-AS-IN Sst Infotech India Private Limited,IN
134331,SLSPL-AS Smartlink Solutions Pvt. Ltd.,IN
134332,ACL-AS-IN ACL MOBILE LIMITED,IN
134333,SSBROADBAND-AS SS BROADBAND SERVICES PVT LTD,IN
134334,LOTUSBROADBAND-AS LOTUS BROADBAND PVT LTD,IN
134335,AIRCONNECT-AS Air Connect Internet Services Pvt ltd,IN
134336,VAJRA-AS VAJRA SATELLITE COMMUNICATIONS INDIA PVT LTD,IN
134337,R2NET-AS R2 Net Solutions Pvt Ltd,IN
134339,GAURIKA-AS Gaurika Internet Private limited,IN
134341,JDMBROADBAND-AS jdm broadband services pvt ltd,IN
134342,QCPL-IN Quest Consultancy Pvt Ltd,IN
134343,VIGHNAHAR-AS VIGHNAHARTA TELEINFRA PRIVATE LIMITED,IN
134344,FORTUNE-AS Fortune Marketing Pvt Ltd,IN
134345,GIGA5-AS Giga5 Fiber Network Private Limited,IN
134352,ARIDEIDC-AS-AP ARIDE OCEAN INFOWAY PRIVATE LIMITED,IN
134375,FWSPL-AS-AP Fusionnet Web Services Private Limited,IN
134426,MAHATAA-AS-AP Mahataa Information India Private Limited,IN
134430,QIPL-AS-AP Quikr India Pvt. Ltd,IN
134452,SNAPDEAL-AS-AP Jasper Infotech Pvt Ltd.,IN
134465,HARVILMEDIA-AS-AP MS HARVIL MEDIA,IN
134470,KRUNALSHAH-AS-AP Krunalshah Software Private Limited,IN
134475,HSPL-AS-AP HTS Solutions Private Limited,IN
134512,HWSPL-AS-AP HostPalace Web Solution PVT LTD,IN
134513,GDIPL-AS-AP GIESECKE AND DEVRIENT INDIA PRIVATE LIMITED,IN
134540,TTML-AS-AP Tata Teleservices Maharashtra Ltd,IN
134556,BLACKNGREEN-AS-AP BLACKNGREEN MOBILE SOLUTIONS Pvt Ltd.,IN
134701,VINAMSOLUTIONSPVT-AS-AP VINAM SOLUTIONS PRIVATE LIMITED,IN
134789,PTPL-AS-AP PRAMODANJALI TECHNOLOGIES PRIVATE LIMITED,IN
134799,SHIPCOITPVTLTD-AS-AP Shipco IT Pvt Ltd,IN
134803,INTELLECT-AS-AP Intellect Design Arena Limited,IN
134814,INATPL-AS-AP Immunity networks and Technologies Pvt Ltd,IN
134819,ITTACN-AS-AP GOVT OF INDIA,IN
134822,ITTACN2-AS-AP GOVT OF INDIA,IN
134838,ADPINDIA-AS-AP ADP India Private Limted,IN
134848,DATACONNECT-AS-IN Data Connect Pvt.Ltd.,IN
134849,CRYSTAL-AS-IN Crystal Crop Protection Private Limited,IN
134850,WAY2INTERNET-AS-IN WAY 2 INTERNET PRIVATE LIMITED,IN
134851,FINOS-AS-IN FINOS SOFTWARE SOLUTION,IN
134852,AIRZONE-AS-IN AirZone internet Service Pvt. Ltd.,IN
134853,BHIWANI-AS-IN BHIWANI COMMUNICATIONS PVT LTD,IN
134856,VDNHOST-AS-IN VD NETWORKS INDIA PVT LTD,IN
134857,AGLAYA-AS-IN AGLAYA,IN
134858,IFORENETWORKS-AS-IN iForce Networks,IN
134859,IMPERIALTECH-AS-IN IMPERIAL TECH SERVICES,IN
134861,BROADSTAR-AS-IN BroadStar Net India Pvt.Ltd.,IN
134863,SPINTER-AS-IN SP INTERNET TECHNOLOGIES PRIVATE LTD,IN
134864,GIGASOL-AS Gigatel Solutions Private Limited,IN
134866,SSCN-AS Sscn Pvt Ltd,IN
134867,FUELNET-AS-IN FUEL NETWORKS,IN
134868,SHARKTELINFOCOM-AS-IN SHARKTEL INFOCOM PRIVATE LIMITED,IN
134869,DHLBROADBAND-AS DHL BROADBAND NET P LIMITED,IN
134870,BNIPL-AS Broad Net India Private Limited,IN
134871,LINKNET-AS LinkNet Broadband Pvt Ltd,IN
134872,WIBRO-AS Wi-Bro Solutions Pvt. Ltd,IN
134873,ABSBROADBAND-AS ABS BROADBAND SERVICES PVT LTD,IN
134874,ACMEDIGINET-AS Acme Diginet Corporation Pvt. Ltd,IN
134875,ZPOINTKOTA-AS ZPOINT KOTA,IN
134876,KHETANTPL-AS KHETAN TELECOMMUNICATIONS PRIVATE LIMITED,IN
134877,SRIVARI-AS Sri Vari Network Private Limited,IN
134879,HASHTV-AS-IN Allianza Infoway Private Limited,IN
134880,FLIX-AS-IN Flix Broadband Services Private Limited,IN
134881,JLINKINDIA-AS JLINK INDIA,IN
134882,FIBRETALK-AS-IN FIBRE TALK PRIVATE LIMITED,IN
134883,WSNS-AS Wsns Pvt. Ltd.,IN
134884,AISPL-AS ARICHWAL IT SERVICES PRIVATE LIMITED,IN
134885,GITIPL-AS Global India Tele-Infra Pvt Ltd,IN
134886,SUPERSON-AS Super Sonic Broadband Pvt Ltd,IN
134887,PYRAMID-AS Pyramid Infocom Pvt. Ltd.,IN
134888,PSPV2-AS-IN CPV DivisionMinistry of External Affairs,IN
134889,INTOFFICE-AS INTERNETOFFICE PRIVATE LIMITED,IN
134890,SRIJEYAM-AS-IN Sri Jeyam Cable Network Private Limited,IN
134891,EVERBIZS-AS Everbiz Solutions Pvt Ltd,IN
134892,TRANSMEDIA-AS-IN TransMedia Technologies AP PVT LTD,IN
134893,PRIMECROWN-AS-IN PrimeCrown Technologies Private Limited,IN
134894,EMIPRO-AS-IN Emipro Technologies Pvt Ltd,IN
134895,NETIX-AS-IN NETIX BROADBAND,IN
134896,AVENUEECOMMERCELTD-AS-IN Avenue Ecommerce Ltd,IN
134897,SEVANETWORKS-AS-IN SEVA NETWORKS PVT LTD,IN
134898,SCALEBUZZ-AS Scalebuzz Solutions Pvt Ltd,IN
134899,CITYZONE-AS-IN Cityzone Infonet Pvt Ltd,IN
134900,VAYUDOOT-AS Development Logics Solutions Pvt Ltd,IN
134902,ROYALINTERNET-AS-IN ROYAL INTERNET SERVICES,IN
134903,SMARTWI5-AS-IN Smart Wi5 Pvt. Ltd.,IN
134904,CODETECH-AS Code Technology,IN
134905,IGENNETWORKS-AS-IN iGEN Networks Pvt Ltd,IN
134906,NANJILNET-AS-IN Nanjil Internet Services Pvt Ltd,IN
134907,BHARATVOIP-AS-IN Bharat VoIP Communications Pvt Ltd,IN
134908,IKONBROADBAND-AS-IN IKON BROADBAND PRIVATE LIMITED,IN
134909,SOUTHINDIANBANK-AS THE SOUTH INDIAN BANK LTD,IN
134910,IENERGIZER-AS iEnergizer IT Services Pvt. Ltd.,IN
134911,SIGARAM-AS-IN Sigaram Networks Pvt Ltd,IN
134912,CSPL-AS Comtel Services Pvt Ltd,IN
134913,JETWAYBROADBANDINDIA-AS JETWAY BROADBAND INDIA PVT LTD,IN
134914,ANSH-AS Ansh Net Sol Pvt. Ltd.,IN
134915,GIGABYTESBROADBAND-AS Gigabytes Broadband Pvt Ltd,IN
134916,SOLITON14-AS Soliton NetLink Pvt. Ltd.,IN
134917,RAGSAA-AS Ragsaa Communication pvt. ltd.,IN
134918,BLUENET-AS Blue Net It Soltions Pvt Ltd,IN
134919,GREENENERGY-AS Green Energy,IN
134922,RGTECHNOSOLUTIONS-AS R G TECHNOSOLUTIONS PVT LTD,IN
134923,ZTPL-AS Zoho Technologies Private Limited,IN
134924,APH17-AS-IN Aph Networks Private Limited,IN
134925,PROTOCOL-AS PROTOCOL ONLINE PVT LTD,IN
134926,MICROHOST-AS Micro Hosting Private Limited,IN
134927,VIL-AS-AP Vodafone Idea Ltd,IN
134928,SPIDERLINK-AS Spiderlink Networks Pvt Ltd,IN
134929,ORANGECITY-AS ORANGE CITY INTERNET SERVICES PVT. LTD.,IN
134930,HSSOL-AS-IN HOSTING SERVER SOLUTIONS,IN
134931,ONE97-AS One97 Communications Ltd,IN
134932,VIPL789-AS-IN VORTEX INFOWAY PRIVATE LIMITED,IN
134933,WBPL-AS Webline Broadband Pvt Ltd,IN
134935,NETMAN-AS NetMan Data Services,IN
134936,PLEXBROADBAND-AS Plex Broadband Pvt Ltd,IN
134937,SPEED-AS Speed Communication,IN
134938,CAMPINDIA-AS CAMPINDIA,IN
134939,DYSINT-AS-IN DYSINT NETWORKS PVT LTD,IN
134940,FBDNETCOM-AS Faridabad Netcom Pvt. Ltd.,IN
134941,ICN-AS INSTANT CABLE NETWORK PVT LTD,IN
134942,ASBN-AS Ashok Secure Broadband Network Pvt Ltd,IN
134943,RETICULE-AS RETICULE INFOTECH PVT.LTD,IN
134944,JIFFY-AS Sri Lakshmi Networks Private Limited,IN
134945,BLUESKY8-AS Blue Sky Broadband Pvt. Ltd.,IN
134946,INDOPHON-AS Indophone Networks,IN
134947,AUSPICE-IN Auspice Infratel Pvt. Ltd.,IN
134964,KONYINDIAPVTLTD-AS-AP KONY INDIA PVT LTD,IN
134975,RTT-AS-AP RateGain Travel Technologies Private Limited,IN
134986,SHFL-AS-AP Sundaram Home Finance Limited,IN
135031,RNPL-AS-AP RI Networks Pvt. Ltd.,IN
135035,GST-AS-AP GO SMART TECHNOLOGIES,IN
135036,UCPL-AS-AP UCPL - NextG Network Provider,IN
135082,LVS-AS-AP Labvantage Solutions Pvt. Ltd.,IN
135086,AXISBANKLIMITED-AS-AP Axis Bank Limited,IN
135133,PDPL-AS-AP PI DATA CENTERS PRIVATE LIMITED,IN
135136,BIGBOX-AS-AP BigBox Infosoft LLP,IN
135138,ANATPL-AS-AP Assistive Networks and technologies Pvt Ltd,IN
135139,SKYNTPL-AS-AP Skylink Fibernet Private Limited,IN
135170,SERVERNET-AS-IN Servernet Services Pvt Ltd,IN
135171,BALAJI-AS-IN Balaji Infra Ray Private Limited,IN
135172,EISPL-AS-IN EZEENET INTERNET SOLUTIONS PVT LTD,IN
135173,IMD-AS-IN INDIA METEOROLOGICAL DEPARTMENT,IN
135174,ESHOP-AS-IN e-Shop,IN
135175,FACTS-AS-IN Facts Online Pvt Ltd,IN
135176,WAY2AIR-AS-IN WAY2AIR NET SOLUTION PVT LTD,IN
135177,SGCI-AS-IN Sgci Private Limited,IN
135178,BGPCOMM-AS-IN BHAGALPUR COMMUNICATION PRIVATE LIMITED,IN
135179,PSPL-AS Pc Solutions Pvt. Ltd.,IN
135180,STARLING-AS-IN starlings wireless communications pvt ltd,IN
135181,KANGLA-AS-IN KANGLA ENTERPRISES PRIVATE LIMITED,IN
135183,INSTANET-AS-IN Instalinks,IN
135184,TRUEINETN-AS-IN TRUEINET NETWORKS PRIVATE LIMITED,IN
135185,ATOZINFO-AS-IN ATOZ INFOLINK PVT. LTD.,IN
135186,JSOPCPL-AS-IN JAYTEL SOLUTIONS OPC PRIVATE LIMITED,IN
135187,EIPL-AS Expeditive Infotech Private Ltd,IN
135188,ENETENTERTAINMENT E Net Entertainment Pvt Ltd,IN
135189,ICONIN-AS I connect broadband support and services,IN
135190,UBERCORE-AS Ubercore Data Labs Private Limited,IN
135191,HARKYAL4-AS HARKYAL TELE SERVICES PRIVATE LIMITED,IN
135192,ASN23GAI-AS-IN GEEKYANTS INDIA PVT LTD,IN
135195,ATPLDC-AS-IN AUTOCRATIC TECHNOLOGY PRIVATE LIMITED,IN
135196,OPTICNET-AS Opticnet Broadband Services Pvt Ltd,IN
135197,MCX-AS Multi Commodity Exchange Of India Ltd,IN
135198,BULLION-AS Bombay Bullion Commmunication,IN
135200,ISRO-AS-IN ISRO Headquarters,IN
135201,SIDDHBALI-AS-IN siddhbali infotech pvt ltd.,IN
135202,NETFIRE-AS-IN Netfirre Communications Pvt Ltd,IN
135203,EXCELL-AS Excell Media Pvt Ltd,IN
135204,KATYANI-AS Katyani Energy Solution Private Limited,IN
135206,BLUWAVES-AS Bluwaves Internet Services India P. Ltd,IN
135207,CLOUDNET-AS Cloudnet Communications Pvt Ltd,IN
135208,PMINPL-AS Megahertz Internet Network Pvt. Ltd.,IN
135211,BBNL-AS Bangalore Broadband Network Pvt Ltd,IN
135212,DIGIWAY-AS-IN Digiway Net Pvt Ltd,IN
135213,BARANI-AS Barani Data Solutions Private Limited,IN
135214,SPIDERBB-AS Spider Broadband Pvt. Ltd.,IN
135215,AIRGO-AS-IN Mark Network Solutions India Pvt. Ltd.,IN
135216,AIRWAY-AS-IN Airway Communication Services India Pvt Ltd,IN
135217,PEAKAIR-AS Peak Air Pvt Ltd,IN
135218,GTELCOMM-AS Gtel Communications Private Limited,IN
135219,SAINETSO-AS-IN Sai Net Solutions,IN
135220,YUVARAC-AS Yuva Networks,IN
135221,SPARKLINE-AS-IN SPARKLINE TECHNOSYS PVT LTD,IN
135222,MWNASHIK-AS MilesWeb Internet Services Pvt Ltd,IN
135223,NETWAY-AS Netway Internet Pvt Ltd,IN
135224,ETN-AS EASY TELNET SERVICES PVT. LTD.,IN
135225,SMARTNET16-AS SMART NET INDIA PVT LTD,IN
135226,JEECOM-AS Jeecommunications,IN
135227,FOXCELL-AS Foxcell Communication Pvt Ltd,IN
135228,VMWARE-AS-IN VMware India Software Pvt Ltd,IN
135229,MAGICANETWORK-AS Magica Net,IN
135230,SPGLOBAL-AS-IN SP GLOBAL NETWORK SOLUTIONS,IN
135231,INFOEDGE-AS Info Edge India Ltd,IN
135232,IPNETBN-AS-IN Ipnet Broadband Network Pvt Ltd,IN
135233,JOISTERAIRNET-AS-IN AIRNET WIRELESS BROADBAND,IN
135234,FIBRONET-AS-IN SHERIE PLEXUS ISP PRIVATE LIMITED,IN
135235,MASTEK-AS Mastek Infosystems O. Pvt. Ltd.,IN
135236,SEYONTIPL-AS SEYON TELE INFRA PRIVATE LIMITED,IN
135237,DIGIFTTX-AS-IN Fttx Broadband P Ltd,IN
135238,TS-AS-IN TransCentra FTS India Pvt Ltd,IN
135239,SONALI-AS-IN Sonali Internet Services Pvt Ltd,IN
135240,COMMUTECH-AS-IN SRI COMMUTECH PVT LTD,IN
135241,PACKENET-AS Packenet Solutions Pvt. Ltd.,IN
135242,VISHWALOG-AS-IN VISHWA LOGIC SYSTEM,IN
135243,LPGCLNOI-AS Lalitpur Power Generation Company Limited,IN
135244,KNET-AS Kedia Internet Private Limited,IN
135245,TGBCL-AS Bennett Coleman And Co Ltd,IN
135246,EXTREMEBROADBAND-AS Extreme Labs Services Pvt. Ltd,IN
135247,KNETISP-AS K Net Solutions Pvt Ltd,IN
135248,VORTEXIPL-AS-IN VORTEX INFOCOM PRIVATE LIMITED,IN
135249,JULI-AS Achievers Broadband Internet Services,IN
135250,LINKIN-AS LINKIN COMMUCATION PVT LTD,IN
135251,MICROTEL-AS Microtel Internet Network Pvt Ltd,IN
135252,ESQUARE-AS eSQUARE BROADBAND SOLUTIONS,IN
135253,MFT-AS Mft Internet Private Limited,IN
135254,MAITREE-AS Maitree Telecom Private Limited,IN
135255,AGTESO-AS Agrawal Technology Solutions,IN
135256,ODINPL-AS ONET DIGITAL NETWORKS PVT. LTD.,IN
135257,DLGTPL-AS DL GTPL Broadband Private Limited,IN
135258,SDH-AS-IN Sdh Network Pvt Ltd,IN
135259,SKYSIKAR-AS SKYLINE INFONET PRIVATE LIMITED,IN
135260,TIKKAWIFI-AS-IN TIKKA BROADBAND PRIVATE LIMITED,IN
135261,SOFTWORLD-AS Soft World Infonet,IN
135262,OUTOFBOX-AS Outofbox Networks Private Limited,IN
135263,PINELABSINDIA-AS-IN Pine Labs Pvt. Ltd.,IN
135264,FUTURENETDOTCOM-AS Futurenet.com Pvt. Ltd.,IN
135265,KOBBTECH-AS-IN Kobb Technology Llp,IN
135266,SENNET-AS AAKASH INTERNET SERVICES PRIVATE LIMITED,IN
135267,DNEXTECHNOLOGY-AS D NEX TECHNOLOGY PVT LTD,IN
135268,ASBPL-AS As Broadband Pvt Ltd,IN
135269,FASTIN-AS Fast 4 Technologies,IN
135272,ARIDENW-AS-AP ARIDE OCEAN INFOWAY PRIVATE LIMITED,IN
135299,TPSL-AS-AP TechProcess Payment Services Limited,IN
135383,CLOUDWARE-AS-AP Cloudware Technologies Private Limited,IN
135389,JPRNETWORK-AS-AP JPR NETWORK PRIVATE LIMITED,IN
135397,CIGNITI-AS-AP Cigniti Technologies Limited,IN
135434,WAVENET-AS-AP Wavenet,IN
135500,RSIL-AS-AP R Systems International Limited,IN
135595,SCPL-AS-AP SIRO Clinpharm Pvt. Ltd.,IN
135602,WLPL-AS-AP Wowway Labs Private Limited,IN
135644,CASPARTECHNOLOGIES-AS-AP Caspar Technologies,IN
135678,AIRNET-AS-IN Airnet Broadband,IN
135679,SUNCITYB-AS-IN Suncity Broadband Pvt Ltd,IN
135680,FOURLINKSOLUTIONSLLP-AS-IN FOURLINKSOLUTIONSLLP,IN
135681,ICEXSYS-AS-IN Indian Commodity Exchange Ltd.,IN
135682,AWDHPL-AS-IN Advika Web Developments Hosting Pvt Ltd,IN
135683,NETNCR-AS Netncr Technology Pvt. Ltd.,IN
135684,PRIYANK-AS-IN PRIYANK INFOMATICS OPC PVT LTD,IN
135685,INETFIB-AS-IN INET FIBER PVT LTD,IN
135686,NAVYUG-AS-IN Navyug Networks Info Private Limited,IN
135687,QWISTELN-AS-IN Qwistel Network Service Private Limited,IN
135688,BESTIN-AS-IN Best IT Centre,IN
135689,NETARK-AS-IN Netark Technologies India Pvt Ltd,IN
135690,SHINE994-AS-IN Shineplus Networks Private Limited,IN
135691,SHEKER99-AS-IN Cloudlasers Broadband,IN
135692,RAGLOBAL-AS-IN Global Ra Net Services Pvt. Ltd.,IN
135693,TNETBRBD-AS-IN Touchnet Broadband Services Pvt. Ltd.,IN
135694,TEJAYS-AS Tejays Dynamic Limited,IN
135695,BABEL-AS-IN KEYWORDS STUDIOS INDIA PRIVATE LIMITED,IN
135696,WINEJUBI-AS Winet Infratel Pvt Ltd,IN
135697,TACHYON-AS-IN Tachyon Communications Pvt Ltd,IN
135698,HISPEED-AS Hi Speed Internet And Internet Solutions,IN
135699,STNINFO-AS Stn Infotech Pvt. Ltd.,IN
135700,NRDATASERVICE-AS N R DATA SERVICE PVT LTD,IN
135701,DCBPL-AS Debanjana Cable and Broadband Private Limited,IN
135702,ATRINM-AS Atri Networks And Media Pvt Ltd,IN
135703,ASPIRE-AS Aspire Broadband Private Limited,IN
135704,PCS321-AS PANDURANGA CABLE AND NETWORKS,IN
135705,NASBPL-AS Nas Broadband Pvt Ltd,IN
135706,DDCBROAD-AS Ddc Broadband Pvt. Ltd.,IN
135707,MULTIVERS-AS-IN MULTI VERSE TECHNOLOGIES PRIVATE LIMITED,IN
135710,GURUJIKRI-AS Guruji Technology,IN
135711,ALEXTEL-AS-IN Alex Telecom,IN
135712,ECSPL-AS Euron Communications Pvt. Ltd.,IN
135713,SURAJNET-AS Suraj Networks Pvt. Ltd,IN
135714,FNPLM-AS-IN Fans Networks Private Limited,IN
135715,INETSERV-AS-IN INet Services Pvt Ltd,IN
135716,SATINT-AS Sat International Private Limited,IN
135717,CIMEDIA-AS Cheree Infomedia Pvt. Ltd,IN
135718,DISHAWAVESINFONET-AS DISHAWAVES INFONET PVT. LTD,IN
135719,LMES-AS Lm Energy And Software Private Limited,IN
135720,ORANGE-AS Orange Broadband Network India Pvt Ltd,IN
135721,NETSOL-AS Network,IN
135722,GLOBAL-AS Teleglobal Communications Pvt Ltd,IN
135723,PRIMEFIBERNET-AS Prime Fibernet,IN
